id,user_input,uri,doi,title,authors,year,citations_gs,citations_wos
14490,,,10.1016/s0927-7757(01)00863-9,Surface properties of silicon nitride powders,"Cerovic, LS; Milonjic, SK; Bahloul-Hourlier, D; Doucey, B",2002,,18
14491,,,10.1073/pnas.021321798,Stepwise unfolding of titin under force-clamp atomic force microscopy,"Oberhauser, AF; Hansma, PK; Carrion-Vazquez, M; Fernandez, JM",2001,,272
14492,,,10.1016/s0001-8686(02)00061-1,Tethered polymer chains: surface chemistry and their impact on colloidal and surface properties,"Currie, EPK; Norde, W; Stuart, MAC",2003,,246
14493,,,10.1021/la048665s,Mechanical properties of polyelectrolyte-filled multilayer microcapsules studied by atomic force and confocal microscopy,"Lebedeva, OV; Kim, BS; Vinogradova, OI",2004,,29
14494,,,10.1021/j100009a053,COMPUTER-SIMULATION OF HYDROPHOBIC HYDRATION FORCES ON STACKED PLATES AT SHORT-RANGE,"WALLQVIST, A; BERNE, BJ",1995,,221
14495,,,10.1063/1.1421632,Comparison between dynamic plowing lithography and nanoindentation methods,"Cappella, B; Sturm, H",2002,,41
14496,,,10.1016/s0301-7516(03)00100-5,Attraction between hydrophobic surfaces studied by atomic force microscopy,"Nguyen, AV; Nalaskowski, J; Miller, JD; Butt, HJ",2003,,58
14497,,,10.1021/la0498206,Oriented binding of the His(6)-tagged carboxyl-tail of the L-type Ca2+ channel alpha(1)-subunit to a new NTA-functionalized self-assembled monolayer,"Gamsjaeger, R; Wimmer, B; Kahr, H; Tinazli, A; Picuric, S; Lata, S; Tampe, R; Maulet, Y; Gruber, HJ; Hinterdorfer, P; Romanin, C",2004,,27
14498,,,10.1021/ja0383569,beta-cyclodextrin host-guest complexes probed under thermodynamic equilibrium: Thermodynamics and AFM force spectroscopy,"Auletta, T; de Jong, MR; Mulder, A; van Veggel, FCJM; Huskens, J; Reinhoudt, DN; Zou, S; Zapotoczny, S; Schonherr, H; Vancso, GJ; Kuipers, L",2004,,105
14499,,,10.1103/physrevb.54.8908,Imaging material properties by resonant tapping-force microscopy: A model investigation,"Winkler, RG; Spatz, JP; Sheiko, S; Moller, M; Reineker, P; Marti, O",1996,,120
14500,,,10.1021/la971349b,Direct measurement of particle-bubble interactions in aqueous electrolyte: Dependence on surfactant,"Preuss, M; Butt, HJ",1998,,174
14501,,,10.1021/la000818y,Force measurements between bacteria and poly(ethylene glycol)-coated surfaces,"Razatos, A; Ong, YL; Boulay, F; Elbert, DL; Hubbell, JA; Sharma, MM; Georgiou, G",2000,,95
14502,,,10.1002/(sici)1096-9918(199905/06)27:5/6<444::aid-sia531>3.0.co;2-3,Adhesion energy of thin collagen coatings and titanium,"Janchen, G; Mertig, M; Pompe, W",1999,,5
14503,,,10.1126/science.8211182,LONG-RANGE ATTRACTIVE FORCE BETWEEN HYDROPHOBIC SURFACES OBSERVED BY ATOMIC-FORCE MICROSCOPY,"TSAO, YH; EVANS, DF; WENNERSTROM, H",1993,,182
14504,,,10.1063/1.352845,MANIPULATION OF VANDERWAALS FORCES TO IMPROVE IMAGE-RESOLUTION IN ATOMIC-FORCE MICROSCOPY,"HUTTER, JL; BECHHOEFER, J",1993,,69
14505,,,10.1103/physrevb.43.780,GIANT MONOLAYER MAGNETIZATION OF FE ON MGO - A NEARLY IDEAL 2-DIMENSIONAL MAGNETIC SYSTEM,"LI, C; FREEMAN, AJ",1991,,151
14506,,,10.1063/1.1342778,Single-crystal magnetotunnel junctions,"Wulfhekel, W; Klaua, M; Ullmann, D; Zavaliche, F; Kirschner, J; Urban, R; Monchesky, T; Heinrich, B",2001,,86
14507,,,10.1103/physrevlett.74.3273,LARGE MAGNETORESISTANCE AT ROOM-TEMPERATURE IN FERROMAGNETIC THIN-FILM TUNNEL-JUNCTIONS,"MOODERA, JS; KINDER, LR; WONG, TM; MESERVEY, R",1995,,2254
14508,,,10.1103/physrevb.55.14378,Oscillations with Co and Cu thickness of the current-perpendicular-to-plane giant magnetoresistance of a Co/Cu/Co(001) trilayer,"Mathon, J; Umerski, A; Villeret, M",1997,,49
14509,,,10.1088/0022-3719/4/8/018,DIRECT CALCULATION OF TUNNELING CURRENT,"CAROLI, C; None, None; NOZIERES, P; None, None",1971,,765
14510,,,10.1103/physrevb.59.5470,Layer KKR approach to Bloch-wave transmission and reflection: Application to spin-dependent tunneling,"MacLaren, JM; Zhang, XG; Butler, WH; Wand, XD",1999,,197
14511,,,10.1016/0304-8853(94)01648-8,GIANT MAGNETIC TUNNELING EFFECT IN FE/AL2O3/FE JUNCTION,"MIYAZAKI, T; TEZUKA, N",1995,,856
14512,,,,INTRINSIC SURFACE-STATES OF MGO (100) AND (110) SURFACES,"LEE, VC; WONG, HS",1978,,35
14513,,,10.1103/physrevb.56.11810,Tight-binding theory of tunneling giant magnetoresistance,"Mathon, J",1997,,111
14514,,,10.1103/physrevb.60.1117,Theory of tunneling magnetoresistance in a junction with a nonmagnetic metallic interlayer,"Mathon, J; Umerski, A",1999,,57
14515,,,10.1103/physrevb.55.5266,Closed-form solutions to surface Green's functions,"Umerski, A",1997,,65
14516,,,,AUGER AND LOSS SPECTROSCOPY STUDY OF SURFACE CONTAMINATION EFFECT ON GROWTH MODE OF IRON EPITAXIAL-FILMS ON MGO(001),"KANAJI, T; KAGOTANI, T; NAGATA, S",1976,,30
14517,,,10.1111/j.1468-0394.2011.00591.x,A complete chronicle discovery approach: application to activity analysis,"Cram, Damien; Mathern, Benoit; Mille, Alain",2012,,1
14518,,,10.1080/12460125.2016.1156999,A quality model for the evaluation of decision support systems based on a knowledge discovery from data process,"Ben Ayed, Emna; Ben Ayed, Mounir",2016,,0
14519,,,,Novel Algorithm for Mining High Utility Itemsets,"Shankar, S.; Purusothaman, T.; Jayanthi, S.",2008,,0
14520,,,,Crowd-Based Mining of Reusable Process Model Patterns,"Rodriguez, Carlos; Daniel, Florian; Casati, Fabio",2014,,1
14521,,,10.1016/j.bbe.2013.09.005,Rule based functional description of genes - Estimation of the multicriteria rule interestingness measure by the UTA method,"Gruca, Aleksandra; Sikora, Marek",2013,,2
14522,,,10.1145/1883612.1883613,Discrete Wavelet Transform-Based Time Series Analysis and Mining,"Chaovalit, Pimwadee; Gangopadhyay, Aryya; Karabatis, George; Chen, Zhiyuan",2011,,22
14523,,,10.1007/s10618-013-0326-x,Behavior-based clustering and analysis of interestingness measures for association rule mining,"Tew, C.; Giraud-Carrier, C.; Tanner, K.; Burton, S.",2014,,9
14524,,,,Analysis of Measures of Quantitative Association Rules,"Martinez-Ballesteros, M.; Riquelme, J. C.",2011,,4
14525,,,10.1016/j.eswa.2013.05.031,Discovering diverse association rules from multidimensional schema,"Usman, Muhammad; Pears, Russel; Fong, A. C. M.",2013,,3
14526,,,,EXPLORATIVE DATA MINING FOR THE SIZING OF POPULATION GROUPS,"Pena, Isis; Viktor, Herna Lydia; Paquet, Eric",2009,,0
14527,,,10.1115/1.4004987,Trend Mining for Predictive Product Design,"Tucker, Conrad S.; Kim, Harrison M.",2011,,14
14528,,,,Investigating Role of Interestingness Measures In Rule Mining by Embedding in Novel Soft Computing Method,"Mangat, Veenu; Vig, Renu",2014,,0
14529,,,10.1016/j.knosys.2012.08.010,Context based positive and negative spatio-temporal association rule mining,"Shaheen, Muhammad; Shahbaz, Muhammad; Guergachi, Aziz",2013,,11
14530,,,10.1145/2601433,Efficient Discovery of the Most Interesting Associations,"Webb, Geoffrey I.; Vreeken, Jilles",2014,,1
14531,,,10.1007/s11517-012-0914-8,Biomedical application of fuzzy association rules for identifying breast cancer biomarkers,"Lopez, F. J.; Cuadros, M.; Cano, C.; Concha, A.; Blanco, A.",2012,,10
14532,,,,Tightness: A novel heuristic and a clustering mechanism to improve the interpretation of Association Rules,"Natarajan, Rajesh; Shekar, B.",2008,,0
14533,,,10.1109/icws.2009.81,Discovery of Semantic Web Service Flow Based on Computation,"Liu, Fangfang; Shi, Yuliang; Luo, Xiangfeng; Liang, Guoning; Xu, Zheng",2009,,1
14534,,,10.1007/s00500-015-1735-0,Mining unexpected patterns using decision trees and interestingness measures: a case study of endometriosis,"Chang, Ming-Yang; Chiang, Rui-Dong; Wu, Shih-Jung; Chan, Chien-Hui",2016,,0
14535,,,10.1016/j.advengsoft.2011.04.005,RM-Tool: A framework for discovering and evaluating association rules,"Romero, Cristobal; Maria Luna, Jose; Raul Romero, Jose; Ventura, Sebastian",2011,,8
14536,,,10.1002/widm.1074,Frequent item set mining,"Borgelt, Christian",2012,,36
14537,,,10.3233/ida-2012-0540,Key roles of closed sets and minimal generators in concise representations of frequent patterns,"Hamrouni, Tarek",2012,,3
14538,,,10.1007/s11655-011-0859-z,Selecting An Appropriate Interestingness Measure to Evaluate the Correlation between Chinese Medicine Syndrome Elements and Symptoms,"Zhang Lei, None; Yu Dong-lin, None; Wang Yi-guo, None; Zhang Qi-ming, None",2012,,2
14539,,,10.1109/tkde.2014.2320729,Privacy Policy Inference of User-Uploaded Images on Content Sharing Sites,"Squicciarini, Anna Cinzia; Lin, Dan; Sundareswaran, Smitha; Wede, Joshua",2015,,4
14540,,,,Objective measures for association pattern analysis,"Steinbach, Michael; Tan, Pang-Ning; Xiong, Hui; Kumar, Vipin",2007,,3
14541,,,10.1109/tii.2012.2188804,Business Intelligence for Enterprise Systems: A Survey,"Duan, Lian; Xu, Li Da",2012,,81
14542,,,10.1016/j.knosys.2013.01.021,Confirmation measures of association rule interestingness,"Glass, David H.",2013,,13
14543,,,10.1007/s10472-010-9192-z,Generalization of association rules through disjunction,"Hamrouni, Tarek; Ben Yahia, Sadok; Nguifo, Engelbert Mephu",2010,,6
14544,,,10.1016/j.knosys.2012.05.010,Mining event logs to support workflow resource allocation,"Liu, Tingyu; Cheng, Yalong; Ni, Zhonghua",2012,,3
14545,,,10.1145/2382577.2382580,Summarizing Data Succinctly with the Most Informative ltemsets,"Mampaey, Michael; Vreeken, Jilles; Tatti, Nikolaj",2012,,1
14546,,,10.1111/j.1467-8640.2012.00422.x,OPTIMONOTONE MEASURES FOR OPTIMAL RULE DISCOVERY,"Le Bras, Yannick; Lenca, Philippe; Lallich, Stephane",2012,,4
14547,,,10.1016/j.dss.2009.04.006,Discovery of unapparent association rules based on extracted probability,"Liao, Chia-Wen; Perng, Yeng-Horng; Chiang, Tsung-Lung",2009,,8
14548,,,10.1371/journal.pone.0082401,A Probabilistic Model for Reducing Medication Errors,"Phung Anh Nguyen, None; Syed-Abdul, Shabbir; Iqbal, Usman; Hsu, Min-Huei; Huang, Chen-Ling; Li, Hsien-Chang; Clinciu, Daniel Livius; Jian, Wen-Shan; Li, Yu-Chuan Jack",2013,,5
14549,,,10.1016/j.knosys.2014.02.002,Generating knowledge in maintenance from Experience Feedback,"Ruiz, Paula Potes; Foguem, Bernard Kamsu; Grabot, Bernard",2014,,13
14550,,,10.3233/ida-130574,Interestingness measures for association rules within groups,"Jimenez, Aida; Berzal, Fernando; Cubero, Juan-Carlos",2013,,1
14551,,,10.1142/s0218488511007039,NEW APPROACHES FOR DISCOVERING EXCEPTION AND ANOMALOUS RULES,"Delgado, Miguel; Dolores Ruiz, M.; Sanchez, Daniel",2011,,9
14552,,,,Discovering Association Rules on Experiences from Large-Scale Blog Entries,"Kurashima, Takeshi; Fujimura, Ko; Okuda, Hidenori",2009,,5
14553,,,,Mining of Multiobjective Non-redundant Association Rules in Data Streams,"Gupta, Anamika; Kumar, Naveen; Bhatnagar, Vasudha",2012,,0
14554,,,,MINI: Mining informative non-redundant itemsets,"Gallo, Arianna; De Bie, Tijl; Cristianini, Nello",2007,,15
14555,,,10.1007/978-3-319-23485-4_15,Discovering Interesting Trends in Real Medical Data: A Study in Diabetic Retinopathy,"Somaraki, Vassiliki; Vallati, Mauro; McCluskey, Thomas Leo",2015,,0
14556,,,10.1007/978-3-319-13186-3_27,A Differential Approach for Identifying Important Student Learning Behavior Patterns with Evolving Usage over Time,"Kinnebrew, John S.; Mack, Daniel L. C.; Biswas, Gautam; Chang, Chih-Kai",2014,,0
14557,,,10.1111/j.1468-0394.2010.00570.x,Pattern filtering and classification for market basket analysis with profit-based measures,"Chen, Mu-Chen; Chao, Chuang-Min; Wu, Kuan-Ting",2012,,2
14558,,,10.3414/me13-01-0046,Censoring Weighted Separate-and-Conquer Rule Induction from Survival Data,"Wrobel, L.; Sikora, M.",2014,,1
14559,,,,Finding Interesting Outliers - A Belief Network based Approach,"Masood, Adnan; Li, Wei",2015,,0
14560,,,10.1017/s0269888916000047,"Data mining for building knowledge bases: techniques, architectures and applications","Krzywicki, Alfred; Wobcke, Wayne; Bain, Michael; Martinez, John Calvo; Compton, Paul",2016,,0
14561,,,10.4018/jwsr.2011100102,Discovery of Web Service Flow based on Service Context,"Liu, Fangfang; Chi, Yan; Yu, Jie; Luo, Xiangfeng; Xu, Zheng",2011,,1
14562,,,10.1016/j.knosys.2014.06.013,Principal Association Mining: An efficient classification approach,"Chen, Fuzan; Wang, Yanlan; Li, Minqiang; Wu, Harris; Tian, Jin",2014,,3
14563,,,10.1111/j.1468-0394.2012.00627.x,Association rule mining using genetic programming to provide feedback to instructors from multiple-choice quiz data,"Romero, Cristobal; Zafra, Amelia; Maria Luna, Jose; Ventura, Sebastian",2013,,4
14564,,,10.1007/s10115-010-0337-5,Microeconomic analysis using dominant relationship analysis,"Zhu, Ling; Li, Cuiping; Tung, Anthony K. H.; Wang, Shan",2012,,4
14565,,,,AKAMAS: Mining Association Rules Using a New Algorithm for the Assessment of the Risk of Coronary Heart Events,"Karaolis, M.; Moutiris, J. A.; Papaconstantinou, L.; Pattichis, C. S.",2009,,0
14566,,,,An Automated Data Pattern Translation Process for Medical Data Mining,"Shillabeer, Anna",2007,,0
14567,,,,Finding Patterns in Medical Ward Data Using Rough Sets,"Alenezi, Anwar; Johnson, Julia",2014,,0
14568,,,10.1007/978-3-319-26535-3_12,Discovery of Interesting Association Rules Using Genetic Algorithm with Adaptive Mutation,"Kabir, Mir Md. Jahangir; Xu, Shuxiang; Kang, Byeong Ho; Zhao, Zongyuan",2015,,0
14569,,,10.1109/tkde.2012.28,A Method for Mining Infrequent Causal Associations and Its Application in Finding Adverse Drug Reaction Signal Pairs,"Ji, Yanqing; Ying, Hao; Tran, John; Dews, Peter; Mansour, Ayman; Massanari, R. Michael",2013,,8
14570,,,,Interestingness of Association Rules Using Symmetrical Tau and Logistic Regression,"Shaharanee, Izwan Nizal Mohd; Hadzic, Fedja; Dillon, Tharam S.",2009,,5
14571,,,10.1016/j.jcss.2013.03.010,Discovering gene association networks by multi-objective evolutionary quantitative association rules,"Martinez-Ballesteros, M.; Nepomuceno-Chamorro, I. A.; Riquelme, J. C.",2014,,5
14572,,,10.1007/s13042-014-0290-9,Speeding up maximal fully-correlated itemsets search in large databases,"Duan, Lian; Street, W. Nick",2016,,0
14573,,,10.1080/0740817x.2010.546385,Event log modeling and analysis for system failure prediction,"Yuan, Yuan; Zhou, Shiyu; Sievenpiper, Crispian; Mannar, Kamal; Zheng, Yibin",2011,,2
14574,,,,A Case Retrieval Approach Using Similarity and Association Knowledge,"Kang, Yong-Bin; Krishnaswamy, Shonali; Zaslavsky, Arkady",2011,,0
14575,,,,Mining Classification Rules without Support: an Anti-monotone Property of Jaccard Measure,"Le Bras, Yannick; Lenca, Philippe; Lallich, Stephane",2011,,2
14576,,,10.1109/tnnls.2014.2303137,Confabulation-Inspired Association Rule Mining for Rare and Frequent Itemsets,"Soltani, Azadeh; Akbarzadeh-T, M. -R.",2014,,0
14577,,,10.1109/aims.2013.26,Mining Unexpected Patterns by Decision Trees with Interestingness Measures,"Chiang, Rui-Dong; Chang, Ming-Yang; Keh, Huan-Chao; Chan, Chien-Hui",2013,,0
14578,,,,Research on Improvement of Objective Interestingness Measures for Association Rules,"Wei Lingyun, None; Wang Sheng, None",2013,,0
14579,,,10.1007/978-81-322-2208-8_8,A Study of Interestingness Measures for Knowledge Discovery in Databases-A Genetic Approach,"Garima, Goyal; Vashishtha, Jyoti",2015,,0
14580,,,10.1016/j.knosys.2011.01.008,Domain-driven KDD for mining functionally novel rules and linking disjoint medical hypotheses,"Sebastian, Y.; Then, Patrick H. H.",2011,,4
14581,,,,Interpretability analysis of fuzzy association rules supported by fingrams,"Pancho, David P.; Alonso, Jose M.; Alcala-Fdez, Jesus; Magdalena, Luis",2013,,2
14582,,,10.1016/j.knosys.2010.11.005,Interestingness measures for association rules based on statistical validity,"Shaharanee, Izwan Nizal Mohd; Hadzic, Fedja; Dillon, Tharam S.",2011,,18
14583,,,10.1145/2637484,Selecting the Right Correlation Measure for Binary Data,"Duan, Lian; Street, W. Nick; Liu, Yanchi; Xu, Songhua; Wu, Brook",2014,,0
14584,,,,Evaluation of Rare Event Detection,"Sokolova, Marina; El Emam, Khaled; Chowdhury, Sadrul; Neri, Emilio; Rose, Sean; Jonker, Elizabeth",2010,,1
14585,,,10.3233/fi-2015-1175,Formal Framework for Data Mining with Association Rules and Domain Knowledge - Overview of an Approach,"Rauch, Jan",2015,,0
14586,,,10.1002/widm.1087,Revisiting evolutionary algorithms in feature selection and nonfuzzy/fuzzy rule based classification,"Dehuri, Satchidananda; Ghosh, Ashish",2013,,3
14587,,,10.1007/978-3-319-19545-2_1,Quantitative Redundancy in Partial Implications,"Balcazar, Jose L.",2015,,0
14588,,,10.1109/fcst.2009.89,Mining Interesting Rules by Association and Classification Algorithms,"Yanthy, Willy; Sekiya, Takayuki; Yamaguchi, Kazunori",2009,,0
14589,,,10.1016/j.ins.2013.09.009,QAR-CIP-NSGA-II: A new multi-objective evolutionary algorithm to mine quantitative association rules,"Martin, D.; Rosete, A.; Alcala-Fdez, J.; Herrera, F.",2014,,12
14590,,,10.1016/j.ins.2014.04.010,Entailment and symmetry in confirmation measures of interestingness,"Glass, David H.",2014,,2
14591,,,10.1016/j.fss.2015.04.0140165,On generating linguistic descriptions of time series,"Marin, Nicols; Sanchez, Daniel",2016,,3
14592,,,10.1186/1756-0381-7-12,Innovation is often unnerving: the door into summer,"Malley, James D.; Moore, Jason H.",2014,,0
14593,,,,Temporal Outlier Detection on Quantitative Data Using Unexpectedness Measure,"Rajeswari, A. M.; Aishwarya, G. V.; Nachammai, V. Abirami; Deisy, C.",2012,,0
14594,,,,A new fingram-based software tool for visual representation and analysis of fuzzy association rules,"Pancho, David P.; Alonso, Jose M.; Alcala-Fdez, Jesus",2013,,0
14595,,,10.1109/icdm.2009.89,Finding Maximal Fully-Correlated Itemsets in Large Databases,"Duan, Lian; Street, W. Nick",2009,,7
14596,,,10.1504/ijdmmm.2016.075965,On the mining of fuzzy association rule using multi-objective genetic algorithms,"Kalia, Harihar; Dehuri, Satchidananda; Ghosh, Ashish; Cho, Sung-Bae",2016,,0
14597,,,,An itemset-driven cluster-oriented approach to extract compact and meaningful sets of association rules,"Yamamoto, Claudio H.; de Oliveira, Maria Cristina F.; Fujimoto, Magaly L.; Rezende, Solange O.",2007,,0
14598,,,10.1155/2015/868634,A Novel Method of Interestingness Measures for Association Rules Mining Based on Profit,"Ju, Chunhua; Bao, Fuguang; Xu, Chonghuan; Fu, Xiaokang",2015,,0
14599,,,10.1109/dexa.2012.35,Characterization and Resolution of Incompleteness in (World-Wide-Web) Information Extraction,"Feilmayr, Christina",2012,,0
14600,,,10.1109/tfuzz.2010.2088128,Linguistic Summarization Using IF-THEN Rules and Interval Type-2 Fuzzy Sets,"Wu, Dongrui; Mendel, Jerry M.",2011,,46
14601,,,,Temporal Outlier Detection using Fuzzy logic and Evolutionary Computation,"Preethi, J.",2013,,0
14602,,,,Analyzing Fuzzy Association Rules with Fingrams in KEEL,"Pancho, David P.; Alonso, Jose M.; Alcala-Fdez, Jesus; Magdalena, Luis",2014,,0
14603,,,,Research on Improvement of Objective Interestingness Measures for Association Rules,"Wei Lingyun, None; Wang Sheng, None",2014,,0
14604,,,10.1109/tkde.2011.100,Discovery of Delta Closed Patterns and Noninduced Patterns from Sequences,"Wong, Andrew K. C.; Zhuang, Dennis; Li, Gary C. L.; Lee, En-Shiun Annie",2012,,9
14605,,,10.1016/j.ins.2016.03.009,QUALITYCOVER: Efficient binary relation coverage guided by induced knowledge quality,"Mouakher, Amira; Ben Yahia, Sadok",2016,,0
14606,,,10.1016/j.ins.2016.03.039,NICGAR: A Niching Genetic Algorithm to mine a diverse set of interesting quantitative association rules,"Martin, D.; Alcala-Fdez, J.; Rosete, A.; Herrera, F.",2016,,0
14607,,,10.1016/j.procs.2016.07.175,Rule Power Factor: A New Interest Measure in Associative Classification,"Ochin, None; Kumar, Suresh; Joshi, Nisheeth",2016,,0
14608,,,,Automated Interestingness Measure Selection for Exhibition Recommender Systems,"Bong, Kok Keong; Joest, Matthias; Quix, Christoph; Anwar, Toni",2014,,1
14609,,,,Retrieval in CBR Using a Combination of Similarity and Association Knowledge,"Kang, Yong-Bin; Krishnaswamy, Shonali; Zaslavsky, Arkady",2011,,2
14610,,,,TREND MINING FOR PREDICTIVE PRODUCT DESIGN,"Tucker, Conrad S.; Kim, Harrison M.",2010,,0
14611,,,,Using Rule Order Difference Criterion to Decide Whether to Update Class Association Rules,"Kongubol, Kritsadakorn; Rakthanmanon, Thanawin; Waiyamai, Kitsana",2010,,0
14612,,,10.1007/s10489-009-0181-z,Building a highly-compact and accurate associative classifier,"Zhang, Xing; Chen, Guoqing; Wei, Qiang",2011,,16
14613,,,10.1016/j.eswa.2013.09.024,Assessment of data quality in accounting data with association rules,"Alpar, Paul; Winkelstraeter, Sven",2014,,0
14614,,,,A field test with self-organized modeling for knowledge discovery in a fleet of city buses,"Byttner, Stefan; Nowaczyk, Slawomir; Prytz, Rune; Rognvaldsson, Thorsteinn",2013,,0
14615,,,10.1007/s10618-010-0209-3,Maximum entropy models and subjective interestingness: an application to tiles in binary databases,"De Bie, Tijl",2011,,18
14616,,,10.1109/aswec.2013.16,Duals in Spectral Fault Localization,"Naish, Lee; Lee, Hua Jie",2013,,2
14617,,,10.1002/gepi.21802,The ENCODE Project and Perspectives on Pathways,"Tragante, Vinicius; Moore, Jason H.; Asselbergs, Folkert W.",2014,,2
14618,,,10.1016/j.dss.2011.08.005,From data to global generalized knowledge,"Chen, Yen-Liang; Wu, Yu-Ying; Chang, Ray-I",2012,,3
14619,,,10.1093/nar/gkq500,Discovering protein-DNA binding sequence patterns using association rule mining,"Leung, Kwong-Sak; Wong, Ka-Chun; Chan, Tak-Ming; Wong, Man-Hon; Lee, Kin-Hong; Lau, Chi-Kong; Tsui, Stephen K. W.",2010,,20
14620,,,10.1093/comjnl/bxt113,Detecting Genuine Communities from Large-Scale Social Networks: A Pattern-Based Method,"Wu, Zhiang; Cao, Jie; Wu, Junjie; Wang, Youquan; Liu, Chunyang",2014,,2
14621,,,10.3233/ida-140652,Mining useful association rules from questionnaire data,"Burton, Scott H.; Morris, Richard G.; Giraud-Carrier, Christophe G.; West, Joshua H.; Thackeray, Rosemary",2014,,0
14622,,,,Mining Top-K Periodic-Frequent Pattern from Transactional Databases without Support Threshold,"Amphawan, Komate; Lenca, Philippe; Surarerks, Athasit",2009,,8
14623,,,10.1016/j.eswa.2013.07.058,A novel noise filter based on interesting pattern mining for bag-of-features images,"Wu, Zhiang; Cao, Jie; Tao, Haicheng; Zhuang, Yi",2013,,2
14624,,,,A Robustness Measure of Association Rules,"Le Bras, Yannick; Meyer, Patrick; Lenca, Philippe; Lallich, Stephane",2010,,1
14625,,,,Subjective Interestingness in Exploratory Data Mining,"De Bie, Tijl",2013,,0
14626,,,10.1136/thoraxjnl-2013-203211,The impact of benzodiazepines on occurrence of pneumonia and mortality from pneumonia: a nested case-control and survival analysis in a population-based cohort,"Iqbal, Usman; Syed-Abdul, Shabbir; Phung Anh Nguyen, None; Jian, Wen-Shan; Li, Yu-Chuan (Jack)",2013,,6
14627,,,10.1145/2701430,Supporting Exploratory Hypothesis Testing and Analysis,"Liu, Guimei; Zhang, Haojun; Feng, Mengling; Wong, Limsoon; Ng, See-Kiong",2015,,0
14628,,,10.1002/widm.27,Contrast and change mining,"Boettcher, Mirko",2011,,4
14629,,,10.1016/j.ins.2012.05.018,Properties of rule interestingness measures and alternative approaches to normalization of measures,"Greco, Salvatore; Slowinski, Roman; Szczech, Izabela",2012,,19
14630,,,10.1002/smr.1616,Extended comprehensive study of association measures for fault localization,"Lucia, None; Lo, David; Jiang, Lingxiao; Thung, Ferdian; Budi, Aditya",2014,,1
14631,,,10.3233/fi-2013-806,Redefinition of Decision Rules Based on the Importance of Elementary Conditions Evaluation,"Sikora, Marek",2013,,5
14632,,,,Towards the Healthy Nutritional Dietary Patterns,"Li, Chendong",2009,,0
14633,,,10.1109/tkde.2012.112,On Identifying Critical Nuggets of Information during Classification Tasks,"Sathiaraj, David; Triantaphyllou, Evangelos",2013,,0
14634,,,10.1007/s10515-014-0145-3,On the empirical evaluation of similarity coefficients for spreadsheets fault localization,"Hofer, Birgit; Perez, Alexandre; Abreu, Rui; Wotawa, Franz",2015,,3
14635,,,,An Interactive Approach for the Post-processing in a KDD Process,"Ruiz, Paula Andrea Potes; Kamsu-Foguem, Bernard; Grabot, Bernard",2014,,0
14636,,,10.1016/j.engappai.2015.06.009,RWFIM: Recent weighted-frequent itemsets mining,"Lin, Jerry Chun-Wei; Gan, Wensheng; Fournier-Viger, Philippe; Hong, Tzung-Pei",2015,,2
14637,,,,Characterizing Chronic Disease and Polymedication Prescription Patterns from Electronic Health Records,"Zamora, Marti; Baradad, Manel; Amado, Ester; Cordomi, Silvia; Limon, Esther; Ribera, Juliana; Arias, Marta; Gavalda, Ricard",2015,,0
14638,,,10.1016/j.ins.2011.01.039,Searching for rules to detect defective modules: A subgroup discovery approach,"Rodriguez, D.; Ruiz, R.; Riquelme, J. C.; Aguilar-Ruiz, J. S.",2012,,12
14639,,,,Computational Intelligence Techniques for Predicting Earthquakes,"Martinez-Alvarez, F.; Troncoso, A.; Morales-Esteban, A.; Riquelme, J. C.",2011,,7
14640,,,10.1007/s10115-016-0921-4,Roller: a novel approach to Web information extraction,"Jimenez, Patricia; Corchuelo, Rafael",2016,,0
14641,,,10.1109/icdm.2012.20,Direct Discovery of High Utility Itemsets without Candidate Generation,"Liu, Junqiang; Wang, Ke; Fung, Benjamin C. M.",2012,,21
14642,,,,Interestingness Measures for Association Rules within Groups,"Jimenez, Aida; Berzal, Fernando; Cubero, Juan-Carlos",2010,,0
14643,,,,Using Knowledge for Indexing Health Web Resources in a Quality-Controlled Gateway,"Joubert, Michel; Darmoni, Stefan J.; Avillach, Paul; Dahamna, Badisse; Fieschi, Marius",2008,,0
14644,,,10.1088/1742-6596/219/7/072041,Association Rule Mining on Grid Monitoring Data to Detect Error Sources,"Maier, Gerhild; Schiffers, Michael; Kranzlmueller, Dieter; Gaidioz, Benjamin",2010,,0
14645,,,10.1175/waf-d-10-05029.1,Association Rule Data Mining Applications for Atlantic Tropical Cyclone Intensity Changes,"Yang, Ruixin; Tang, Jiang; Sun, Donglian",2011,,3
14646,,,10.1109/ictai.2011.136,Verbal Characterization of Probabilistic Clusters using Minimal Discriminative Propositions,"Kameya, Yoshitaka; Nakamura, Satoru; Iwasaki, Tatsuya; Sato, Taisuke",2011,,0
14647,,,,Finding Clothing That Fit through Cluster Analysis and Objective Interestingness Measures,"Pena, Isis; Viktor, Herna L.; Paquet, Eric",2009,,0
14648,,,10.1145/2700484,Significant Correlation Pattern Mining in Smart Homes,"Chen, Yi-Cheng; Peng, Wen-Chih; Huang, Jiun-Long; Lee, Wang-Chien",2015,,0
14649,,,,RULE EVOLUTION APPROACH FOR MINING MULTIVARIATE TIME SERIES DATA,"Nguyen, Viet-An; Gopalkrishnan, Vivekanand",2008,,0
14650,,,10.1080/03081079.2011.643403,A fuzzy hill-climbing algorithm for the development of a compact associative classifier,"Mitra, Soumyaroop; Lam, Sarah S.",2012,,1
